label,cav_score,llr
negative,0.4879,-2.0103
negative,0.7012,-1.6647
negative,1.1349,-0.8623
negative,0.1744,-2.4593
negative,0.6405,-1.7663
negative,2.1941,1.6601
negative,0.0994,-2.5563
negative,0.9750,-1.1737
negative,1.2120,-0.7055
negative,-1.1811,-3.5961
negative,-0.0673,-2.7578
negative,0.0883,-2.5704
negative,1.0955,-0.9406
negative,1.4893,-0.1071
negative,1.3545,-0.4048
negative,0.2092,-2.4128
negative,0.6621,-1.7304
negative,-1.3629,-3.6491
negative,0.7705,-1.5455
negative,-0.4577,-3.1521
negative,-0.4530,-3.1480
negative,0.0476,-2.6211
negative,1.5518,0.0352
negative,1.2920,-0.5386
negative,0.4208,-2.1122
negative,1.0489,-1.0319
negative,-1.1083,-34.9017
negative,0.0969,-17.8587
negative,1.3909,-5.3625
negative,1.6152,-3.8076
negative,0.2075,-16.5563
negative,1.6031,-3.8865
negative,0.4883,-13.4456
negative,2.5615,0.7657
negative,1.4348,-5.0437
negative,2.4452,0.3771
negative,3.3365,2.1175
negative,-0.2844,-22.6870
negative,1.4385,-5.0173
negative,1.4631,-4.8422
negative,1.3153,-5.9275
negative,1.4405,-5.0028
negative,1.9365,-1.8944
negative,1.8916,-2.1395
negative,-0.3074,-22.9945
negative,1.5918,-3.9614
negative,0.3667,-14.7570
negative,1.8829,-2.1878
negative,1.4149,-5.1872
negative,2.8658,1.5535
negative,2.3415,-0.0106
negative,-1.2884,-37.8956
negative,0.2386,-16.1971
negative,1.4511,-4.9273
negative,1.0220,-8.3126
negative,3.2521,2.0749
negative,3.1910,2.0281
negative,2.9312,1.6794
negative,-0.7441,-29.2016
negative,0.6029,-12.2569
negative,3.2511,2.0743
negative,3.9120,2.3815
negative,1.5757,-2.4165
negative,-1.6275,-12.7331
negative,1.1817,-3.4526
negative,2.8032,0.3911
negative,0.7378,-4.6978
negative,2.1707,-0.9765
negative,-0.6411,-9.0955
negative,0.9904,-3.9790
negative,-0.7888,-9.6140
negative,-1.0975,-10.7276
negative,0.9941,-3.9687
negative,-0.6290,-9.0535
negative,-1.2834,-11.4178
negative,-1.2607,-11.3326
negative,0.8993,-4.2350
negative,2.3466,-0.5793
negative,3.2695,1.2913
negative,0.6947,-4.8231
negative,1.2770,-3.1960
negative,1.6965,-2.1123
negative,0.8972,-4.2409
negative,-0.4944,-313.1528
negative,0.8895,-116.8879
negative,0.7391,-133.8647
negative,1.2771,-78.0464
negative,1.1486,-90.1422
negative,0.0778,-221.0954
negative,1.7504,-40.1796
negative,0.9576,-109.5575
negative,0.5321,-158.9669
negative,0.7489,-132.7244
negative,0.8884,-117.0079
negative,-0.0316,-237.5007
negative,0.2871,-191.2709
negative,1.1377,-91.2037
negative,0.5152,-161.0998
negative,-0.0805,-245.0192
negative,0.8697,-119.0698
negative,1.7590,-39.5929
negative,-0.2123,-265.8438
negative,0.1772,-206.6782
negative,1.4306,-64.6127
negative,-0.7131,-352.4013
negative,0.2019,-203.1547
negative,0.8895,-116.8874
negative,0.4011,-175.8797
negative,0.5134,-161.3227
negative,0.9887,-106.2826
negative,0.8062,-126.1552
negative,0.7389,-133.8817
negative,1.3138,-1.5700
negative,0.5710,-1.8881
negative,1.4242,-1.2460
negative,1.4387,-1.1983
negative,0.8611,-2.1494
negative,0.0747,-0.2953
negative,1.3681,-1.4195
negative,0.9479,-2.1316
negative,1.1719,-1.8810
negative,1.3826,-1.3765
negative,0.9484,-2.1313
negative,0.7940,-2.1329
negative,0.5546,-1.8587
negative,1.3296,-1.3477
negative,2.0676,0.3369
negative,1.2315,-1.5514
negative,1.2235,-1.5679
negative,-1.1490,-5.0424
negative,0.3567,-3.1586
negative,-0.1024,-3.8512
negative,-0.4421,-4.2970
negative,0.0526,-3.6290
negative,1.3151,-1.3781
negative,0.5963,-2.7559
negative,0.5929,-2.7619
negative,1.3282,-1.3505
negative,-1.4625,-5.2941
negative,-0.7848,-4.6891
negative,0.2647,-4.3836
negative,0.8930,-2.1119
negative,1.2474,-0.9150
negative,-0.3606,-6.8342
negative,1.9253,1.2052
negative,-0.6012,-7.8273
negative,1.2717,-0.8349
negative,0.6921,-2.8175
negative,-0.5920,-7.7890
negative,-0.3793,-6.9102
negative,-0.5093,-7.4447
negative,0.0274,-5.2913
negative,1.6811,0.4671
negative,0.8993,-2.0900
negative,1.4803,-0.1613
negative,-0.9325,-9.2413
negative,0.9310,-1.9805
negative,0.9518,-1.9089
negative,-0.2450,-184.7463
negative,2.0609,-23.1181
negative,-1.1372,-285.7016
negative,1.2427,-64.0838
negative,0.8225,-92.1237
negative,1.0751,-74.6993
negative,0.7126,-100.2496
negative,-0.2443,-184.6812
negative,1.3212,-59.3731
negative,0.9940,-80.1099
negative,0.2725,-136.0148
negative,1.1347,-70.8392
negative,0.6446,-105.4299
negative,0.6058,-108.4474
negative,2.1453,-19.9201
negative,-0.9766,-265.9482
negative,-0.2716,-187.4511
negative,-0.1630,-176.5456
negative,0.5926,-109.4832
negative,0.2111,-141.4220
negative,-0.4497,-206.0120
negative,-2.9268,-552.7978
negative,-3.0254,-570.0285
negative,0.0037,-37.7592
negative,0.1053,-35.3283
negative,0.1486,-34.3116
negative,0.4944,-26.6578
negative,0.1645,-33.9434
negative,-0.1047,-40.4274
negative,1.4205,-10.1035
negative,1.5461,-8.3017
negative,1.1144,-14.9392
negative,-0.8069,-59.6287
negative,1.8295,-4.6235
negative,2.3053,0.3417
negative,-0.0192,-38.3167
negative,-0.7059,-56.6643
negative,-0.6257,-54.3591
negative,0.0421,-36.8312
negative,1.0032,-2.2847
negative,0.2520,-3.0651
negative,1.5257,-1.5910
negative,0.2064,-3.1042
negative,0.2568,-3.0609
negative,-0.3161,-3.4853
negative,3.1584,1.3746
negative,2.6755,0.3715
negative,0.3916,-2.9394
negative,0.0174,-3.2563
negative,0.2051,-1.2676
negative,1.4576,0.8395
negative,-1.5216,-2.6207
negative,1.3860,0.6935
negative,-0.8678,-2.3199
negative,0.0295,-1.4874
negative,-1.3073,-2.5505
negative,0.0520,-1.4602
negative,-1.1555,-2.4841
negative,-1.1504,-2.4816
negative,0.9530,-0.1233
negative,0.1965,-1.2788
negative,-1.3277,-2.5584
negative,-1.2643,-2.5331
negative,-0.3950,-49.2747
negative,1.5841,2.9377
negative,-1.5858,-123.4056
negative,1.1897,-0.3962
negative,-0.0203,-32.5867
negative,1.0847,-1.8771
negative,-2.1093,-166.1429
negative,-1.4701,-114.7965
negative,-0.2698,-43.3449
negative,-0.4751,-53.2562
negative,-0.0145,-32.3551
negative,-0.9378,-79.0871
negative,0.4734,-15.4528
negative,1.5690,2.8320
negative,0.9486,0.1519
negative,0.7684,-0.5525
negative,-1.3550,-6.3487
negative,0.1368,-2.7594
negative,-0.0482,-3.3282
negative,-0.6513,-4.9397
negative,0.0677,-2.9760
negative,-0.1433,-3.6073
negative,0.1265,-2.7919
negative,-0.4364,-4.4082
negative,-0.0417,-3.3090
negative,0.1614,-2.6810
negative,-0.1737,-3.6943
negative,0.7483,-0.6292
negative,-0.6865,-5.0221
negative,0.0276,-3.0994
negative,-0.0525,-3.3413
negative,-0.1337,-3.5794
negative,-0.8773,-5.4476
negative,-0.2441,-3.8927
negative,0.0715,-2.9642
negative,-0.4905,-4.5465
negative,-0.6417,-4.9169
negative,0.8791,-0.1236
negative,-3.9833,-5.7111
negative,-3.6073,-5.4220
negative,0.1136,-1.6788
negative,0.7552,-0.8713
negative,0.8154,-0.7931
negative,0.5183,-1.1751
negative,-0.4534,-2.3527
negative,1.0091,-0.5386
negative,0.2906,-1.4609
negative,-0.4269,-2.3220
negative,-1.7172,-3.7209
negative,-1.8169,-3.8209
negative,0.7847,-3.9783
negative,2.0147,0.1561
negative,0.1629,-6.3527
negative,-0.1891,-7.7820
negative,0.2353,-6.0664
negative,2.6752,2.0674
negative,2.5032,1.5905
negative,-0.8748,-10.7416
negative,-0.8973,-10.8426
negative,0.6824,-4.3558
negative,0.6884,-4.3335
negative,0.6751,-4.3828
negative,0.4656,-5.1729
negative,0.7920,-3.9514
negative,2.0701,0.3246
negative,2.0690,0.3214
negative,-0.7044,-9.9843
negative,0.9380,-3.4220
negative,0.6623,-4.4305
negative,0.8010,-3.9187
negative,1.3641,-1.9374
negative,0.6909,-4.3243
negative,1.5155,-1.4316
negative,1.4012,-1.8123
negative,1.8218,-0.4429
negative,-0.4370,-8.8249
negative,0.6788,-4.3690
negative,-0.3111,-8.2913
negative,3.1991,3.4303
negative,0.6821,-4.3566
negative,-0.6763,-9.8606
negative,0.6685,-4.4075
negative,-0.5096,-9.1363
negative,0.6918,-4.3209
negative,0.1947,-6.2266
negative,0.0575,-6.7741
negative,0.0910,-6.6398
negative,0.4368,-5.2830
negative,0.3766,-5.5152
negative,-0.1898,-7.7847
negative,1.8213,-0.4443
negative,-1.2424,-12.4236
negative,-0.3614,-8.5038
negative,0.3223,-5.7257
negative,-1.8080,-15.1431
negative,1.0056,-3.1807
negative,0.1912,-6.2405
negative,1.1438,-1.4099
negative,1.8110,-0.3452
negative,1.8328,-0.3085
negative,0.2312,-2.6830
negative,0.1726,-2.7575
negative,-0.4857,-3.5346
negative,-0.1549,-3.1579
negative,0.9445,-1.7060
negative,2.0443,0.0539
negative,1.3400,-1.1086
negative,2.7414,1.3285
negative,1.9846,-0.0496
negative,0.3181,-2.5709
negative,2.1993,0.3266
negative,1.5553,-0.7665
negative,1.1659,-1.3764
negative,0.9946,-1.6326
negative,1.8645,-0.2549
negative,0.1372,-2.8021
negative,-0.5671,-3.6231
negative,2.0769,0.1107
negative,1.7145,-0.5062
negative,0.6117,-2.1779
negative,2.2056,0.3379
negative,1.4296,-0.9676
negative,1.9347,-0.1353
negative,1.9680,-0.0781
negative,1.7509,-0.4456
negative,-0.1010,-3.2912
negative,0.8852,-1.3645
negative,3.3676,2.2776
negative,-2.1311,-8.1161
negative,-0.5604,-4.2818
negative,0.7008,-1.7040
negative,0.5293,-2.0282
negative,2.1014,0.6358
negative,2.0352,0.5377
negative,1.3489,-0.5529
negative,0.8086,-1.5044
negative,-0.2088,-3.5183
negative,-0.1687,-3.4335
negative,-0.0580,-3.2016
negative,1.5285,-0.2547
negative,-2.6807,-9.6211
negative,1.1579,-0.8799
negative,1.2523,-0.7170
negative,2.3605,1.0084
negative,1.1493,-0.8948
negative,0.7496,-1.6132
negative,-0.3275,-3.7721
negative,0.8327,-1.4602
negative,-1.8711,-7.4336
negative,-2.7818,-9.9073
negative,-2.0433,-7.8836
negative,-2.0630,-7.9356
negative,0.8891,-1.3574
negative,-2.1395,-8.1386
negative,0.1135,-118.4308
negative,0.7579,-83.4268
negative,-0.2717,-142.0281
negative,1.1066,-66.8257
negative,-3.0507,-371.6407
negative,-0.9753,-190.3074
negative,0.3609,-104.3273
negative,0.3804,-103.2540
negative,-1.0928,-199.0168
negative,0.4372,-39.0957
negative,0.2588,-43.1204
negative,0.2658,-42.9598
negative,1.7220,-14.9856
negative,0.8533,-30.3496
negative,0.2209,-43.9962
negative,3.5205,4.3712
negative,-0.1278,-52.4101
negative,0.2998,-42.1819
negative,-0.6995,-67.5696
negative,-0.6228,-65.4387
negative,0.1853,-44.8278
negative,-0.3462,-58.0026
negative,-0.6235,-65.4581
negative,-0.8308,-22.9019
negative,1.0959,-7.5956
negative,1.4108,-5.5299
negative,-0.6527,-21.2942
negative,0.3520,-12.9626
negative,1.1071,-7.5203
negative,1.9775,-2.1205
negative,0.7696,-9.8658
negative,0.3650,-12.8626
negative,1.9037,-2.5421
negative,1.4014,-5.5897
negative,-1.9699,-34.1053
negative,1.6536,-4.0208
negative,0.4939,-11.8859
negative,1.6348,-4.1349
negative,-0.5546,-20.4256
negative,1.6762,-3.8838
negative,-0.2789,-18.0488
negative,0.0279,-15.5142
negative,1.3241,-6.0864
negative,-0.5306,-20.2150
negative,1.5165,-4.8636
negative,0.9230,-8.7825
negative,-0.4064,-19.1363
negative,1.3578,-5.8691
negative,-0.4311,-19.3497
negative,1.6440,-4.0788
negative,0.0771,-15.1182
negative,0.6551,-10.6936
negative,-0.2365,-17.6917
negative,-0.4034,-19.1112
negative,1.5872,-4.4261
negative,-0.6965,-21.6858
negative,-0.7691,-22.3402
negative,-0.1795,-17.2153
negative,1.2103,-6.8314
negative,-1.2664,-26.9971
negative,0.5998,-11.0992
negative,-0.1952,-17.3462
negative,0.3537,-12.9492
negative,-0.1724,-17.1562
negative,-1.6768,-31.0693
negative,0.7520,-9.9920
negative,0.2364,-4.8191
negative,-0.8657,-7.6727
negative,-0.7158,-7.2780
negative,0.9050,-3.1430
negative,0.2171,-4.8681
negative,1.5866,-1.4777
negative,-0.6558,-7.1205
negative,1.6076,-1.4271
negative,-0.0799,-5.6264
negative,2.3023,0.2245
negative,0.0230,-5.3628
negative,-0.8231,-7.5603
negative,-0.3944,-6.4385
negative,1.0367,-2.8179
negative,0.9826,-2.9512
negative,-0.6145,-7.0124
negative,2.9858,1.8053
negative,2.2295,0.0534
negative,0.8683,-3.2341
negative,1.3620,-2.0216
negative,0.6728,-3.7204
negative,2.8216,1.4294
negative,1.1644,-2.5043
negative,0.2581,-17.2701
negative,1.5492,-10.5731
negative,1.9257,-8.4184
negative,-0.2855,-19.7696
negative,0.6433,-15.3846
negative,0.2572,-17.2746
negative,1.7913,-9.1982
negative,-0.2287,-19.5171
negative,0.4849,-16.1716
negative,-0.3620,-20.1057
negative,1.9735,-8.1386
negative,0.1678,-17.6986
negative,0.8584,-14.2896
negative,0.1896,-17.5958
negative,1.6349,-10.0906
negative,1.6688,-9.8987
negative,-0.2562,-19.6393
negative,0.1972,-17.5599
negative,1.4958,-10.6894
negative,1.6552,-9.4598
negative,0.5447,-18.8637
negative,1.1786,-13.2565
negative,-0.2871,-27.1884
negative,-1.2282,-37.9299
negative,-0.7754,-32.5865
negative,0.1346,-22.8315
negative,0.2176,-22.0066
negative,-0.2786,-27.0980
negative,-0.1548,-25.7916
negative,0.4930,-19.3499
negative,0.9283,-15.3946
negative,0.5368,-18.9380
negative,0.3749,-20.4746
negative,0.1365,-22.8117
negative,-0.5085,-29.5892
negative,-0.3307,-27.6552
negative,0.9507,-15.1994
negative,0.2948,-21.2495
negative,0.7952,-16.5719
negative,0.6045,-18.3077
negative,1.7764,-8.5519
negative,1.7128,-9.0258
negative,-0.8443,-33.3783
negative,-1.0415,-35.6868
negative,1.3106,-12.1688
negative,0.4290,-19.9564
negative,0.5244,-19.0543
negative,0.5955,-18.3916
negative,-0.1973,-26.2369
negative,-0.2650,-26.9530
negative,0.6000,-18.3497
negative,-2.3757,-52.9263
negative,0.4666,-19.5994
negative,-0.8686,-33.6596
negative,-1.0294,-35.5431
negative,-0.5662,-30.2276
negative,0.7814,-16.6954
negative,-4.4335,-85.0474
negative,-0.6798,-31.4996
negative,-1.0980,-36.3593
negative,-4.5767,-87.5318
negative,-0.4025,-28.4305
negative,1.2998,-12.2569
negative,-0.7356,-32.1328
negative,-0.5194,-29.7096
negative,0.1444,-22.7328
negative,0.9184,-15.4813
negative,-1.1228,-36.6566
negative,-0.3419,-27.7758
negative,-0.6218,-30.8473
negative,1.4035,-11.4204
negative,-0.7219,-31.9762
negative,-4.4323,-85.0270
negative,-0.3354,-27.7051
negative,1.1775,-13.2658
negative,1.1921,-13.1437
negative,-4.5682,-87.3835
negative,1.2842,-12.3841
negative,0.9472,-6.7155
negative,-0.5662,-12.6902
negative,-0.6294,-12.9389
negative,-2.8357,-21.5652
negative,-0.8526,-13.8159
negative,-2.6799,-20.9595
negative,0.2765,-9.3690
negative,2.4679,-0.6657
negative,0.0409,-10.2991
negative,0.3138,-9.2217
negative,-1.1415,-14.9500
negative,0.7871,-7.3496
negative,1.3852,-4.9774
negative,0.6121,-8.0424
negative,1.1178,-6.0390
negative,-0.7032,-13.2292
negative,0.6637,-7.8383
negative,0.3089,-9.2410
negative,1.0623,-6.2592
negative,-0.6176,-12.8927
negative,-1.8078,-17.5585
negative,-0.1233,-10.9467
negative,-0.1240,-10.9495
negative,0.0333,-10.3290
negative,0.8224,-7.2099
negative,0.5143,-8.4290
negative,0.4221,-8.7937
negative,-2.9189,-21.8886
negative,-0.0349,-10.5979
negative,-1.0362,-14.5369
negative,-0.7400,-13.3737
negative,-1.3119,-15.6179
negative,-0.5016,-12.4364
negative,0.5862,-8.1449
negative,0.8148,-7.2399
negative,0.2792,-9.3583
negative,0.8003,-7.2973
negative,1.1985,-5.7187
negative,1.6760,0.1946
negative,0.4607,-2.3874
negative,1.5090,-0.2453
negative,1.2491,-0.8759
negative,-0.7201,-3.5207
negative,0.2788,-2.6503
negative,-0.7920,-3.5459
negative,0.7482,-1.9062
negative,1.0692,-1.2741
negative,0.7232,-1.9513
negative,0.6190,-2.1324
negative,0.2173,-2.7319
negative,-0.8338,-3.5583
negative,1.0130,-1.3920
negative,0.5997,-2.1647
negative,-0.7253,-3.5227
negative,0.7288,-10.8356
negative,3.2918,1.2358
negative,-0.4206,-17.7248
negative,1.8570,-4.9621
negative,-0.5094,-18.2953
negative,0.0082,-15.0479
negative,-2.2944,-30.9166
negative,0.4441,-12.4566
negative,-0.0322,-15.2949
negative,0.9446,-9.6438
negative,0.5927,-11.6033
negative,2.5281,-1.8859
negative,-0.7082,-19.5920
negative,-2.5055,-32.5553
negative,0.9859,-9.4198
negative,-0.5456,-18.5294
negative,0.9512,-9.6078
negative,-0.6230,-19.0327
negative,-1.0953,-22.1949
negative,-0.7265,-19.7129
negative,-0.7315,-19.7457
negative,0.4609,-7.5561
negative,-0.0859,-10.9200
negative,0.5757,-6.8932
negative,0.9768,-4.6962
negative,2.2647,1.1112
negative,0.7201,-6.0811
negative,1.4343,-2.4155
negative,0.6034,-6.7355
negative,1.5311,-1.9635
negative,1.3953,-2.6004
negative,0.9732,-4.7151
negative,2.9081,3.3006
negative,0.3048,-8.4815
negative,2.2969,1.2323
negative,0.8907,-5.1524
negative,0.9815,-4.6715
negative,1.7606,-0.9352
negative,0.4750,-7.4739
negative,0.7641,-5.8381
negative,0.3705,-8.0882
negative,0.5768,-6.8871
negative,-0.5312,-13.9123
negative,-0.0165,-10.4736
negative,-0.0723,-9.1589
negative,0.7667,-5.5843
negative,-1.3178,-14.9924
negative,1.8464,-1.4048
negative,-0.7144,-12.0879
negative,0.6114,-6.2245
negative,0.6744,-5.9638
negative,-1.7116,-16.9678
negative,-3.0140,-23.9498
negative,-0.1832,-9.6527
negative,-0.2558,-9.9788
negative,0.9262,-4.9372
negative,0.8944,-5.0655
negative,-1.1652,-14.2438
negative,-0.4466,-10.8461
negative,1.8348,-1.4473
negative,1.0026,-4.6306
negative,1.7299,-1.8331
negative,0.6533,-6.0507
negative,0.5614,-6.4328
negative,1.0210,-4.5573
negative,0.3719,-7.2309
negative,-1.1430,-14.1356
negative,2.1878,-0.1818
negative,0.6709,-5.9781
negative,-1.2371,-14.5952
negative,1.3314,-3.3392
negative,0.9444,-4.8641
negative,0.4945,-6.7129
negative,-1.5706,-16.2535
negative,0.7385,-5.7000
negative,-1.0365,-13.6197
negative,-0.9962,-13.4257
negative,0.5026,-6.6786
negative,1.4870,-2.7435
negative,0.5148,-6.6278
negative,1.1032,-4.2310
negative,0.9167,-113.4968
negative,-0.4241,-155.4184
negative,-1.5046,-191.3634
negative,0.2779,-133.0999
negative,-0.9318,-172.0700
negative,-1.1002,-177.6852
negative,-1.2379,-182.3110
negative,0.9253,-113.2372
negative,-1.0973,-177.5892
negative,0.0681,-139.6835
negative,-0.8987,-170.9705
negative,-0.0319,-142.8490
negative,0.0256,-141.0287
negative,0.0094,-141.5414
negative,1.0782,-97.6424
negative,-0.8799,-215.8651
negative,-2.2751,-324.0306
negative,-0.4901,-189.2060
negative,-0.4647,-187.5175
negative,-0.2408,-172.9667
negative,0.6061,-122.5556
negative,-1.7272,-279.1767
negative,-0.9158,-218.4014
negative,-2.0615,-306.1789
negative,-0.3699,-181.2943
negative,0.0019,-157.7738
negative,-0.9980,-224.2479
negative,-0.3082,-177.2933
negative,-1.2949,-245.9590
negative,-1.8218,-98.9679
negative,-0.5426,-66.4327
negative,-1.0294,-78.3425
negative,1.2110,-28.3265
negative,-0.6320,-68.5772
negative,-0.7036,-70.3093
negative,-1.0751,-79.4899
negative,-0.7464,-71.3480
negative,-1.1987,-82.6220
negative,-1.5393,-91.4386
negative,-0.1431,-35.2279
negative,-0.3514,-38.5272
negative,0.2106,-29.8897
negative,0.8834,-20.6548
negative,-2.3204,-75.4197
negative,0.4957,-25.8294
negative,0.4013,-27.1490
negative,-0.2062,-36.2156
negative,0.8788,-20.7135
negative,0.2788,-28.8988
negative,2.3926,-4.3195
negative,1.0793,-18.1916
negative,1.1923,-16.8176
negative,0.7084,-22.9402
negative,1.2050,-16.6647
negative,-0.0408,-33.6501
negative,0.1038,-31.4660
negative,0.1255,-31.1436
negative,-0.9555,-48.7489
negative,-1.1404,-52.0726
negative,-0.4275,-39.7619
negative,-0.3384,-38.3183
negative,1.0499,-18.5542
negative,0.8443,-21.1580
negative,1.9617,-8.3649
negative,2.0867,-7.1403
negative,-1.3823,-56.5557
negative,-2.1025,-70.8291
negative,0.4758,-26.1058
negative,0.5415,-25.1965
negative,-0.4959,-40.8837
negative,-1.6972,-62.6279
negative,0.7682,-22.1497
negative,1.1151,-17.7528
negative,1.0955,-17.9927
negative,-0.5804,-39.5191
negative,0.0159,-30.2959
negative,1.5180,-11.7608
negative,2.0796,-6.5561
negative,-0.8937,-44.7882
negative,2.0849,-6.5113
negative,-1.1319,-48.9908
negative,1.5689,-11.2495
negative,0.6548,-21.5908
negative,-0.9606,-45.9506
negative,2.5125,-3.1862
negative,1.4237,-12.7262
negative,-0.0837,-31.7632
negative,2.5960,-2.6002
negative,1.8240,-8.8087
negative,2.0435,-6.8628
negative,0.1380,-28.5388
negative,1.4672,-12.2779
negative,1.8882,-8.2239
negative,1.4591,-12.3602
negative,1.3895,-13.0831
negative,1.0924,-16.3294
negative,1.4543,-12.4098
negative,2.2979,-4.7871
negative,1.0923,-8.6745
negative,2.2389,-4.1154
negative,2.4461,-3.2339
negative,0.5412,-10.6739
negative,1.4333,-7.3751
negative,1.0027,-9.0082
negative,1.8675,-5.6514
negative,-0.2231,-13.2402
negative,0.4417,-11.0215
negative,0.4008,-11.1631
negative,0.4662,-10.9362
negative,0.3263,-11.4196
negative,0.5281,-10.7200
negative,0.0180,-12.4564
negative,0.0505,-12.3491
negative,-0.2162,-13.2182
negative,-0.5325,-14.2108
negative,1.9472,-5.3264
negative,-1.1668,-16.0780
negative,1.4477,-7.3191
negative,2.0259,-5.0033
negative,-0.6512,-19.2421
negative,0.6007,-8.3290
negative,4.1185,2.6302
negative,1.9755,-0.5861
negative,1.9788,-0.5726
negative,1.2213,-4.2843
negative,-0.3394,-16.1796
negative,1.2888,-3.8984
negative,0.3550,-10.1801
negative,-0.9140,-21.9997
negative,0.8427,-6.6443
negative,1.9245,-0.7939
negative,1.6292,-2.1182
negative,0.8280,-6.7427
negative,1.5808,-2.3548
negative,-1.3162,-26.5362
negative,-0.6802,-19.5380
negative,-0.6891,-19.6301
negative,0.0124,-12.9987
negative,1.3344,-1.1435
negative,0.8115,-2.8857
negative,0.2183,-5.0705
negative,2.0464,0.9522
negative,2.0446,0.9471
negative,0.0870,-5.5839
negative,-0.3169,-7.2314
negative,1.9940,0.8088
negative,-0.1938,-6.7183
negative,-0.0662,-6.1965
negative,0.2275,-5.0347
negative,0.3347,-4.6244
negative,0.9013,-2.5743
negative,0.2032,-5.1290
negative,-0.2683,-7.0278
negative,2.4206,1.9257
negative,0.6747,-3.3699
negative,1.3035,-1.2417
negative,1.1942,-1.5938
negative,0.0100,-5.8901
negative,0.2647,-4.8915
negative,1.1162,-1.8496
negative,0.3013,-4.7515
negative,0.5306,-3.8925
negative,1.2580,-1.3873
negative,2.1333,1.1862
negative,0.4799,-4.0797
negative,1.4532,-0.7718
negative,-0.5606,-8.2751
negative,0.8120,-2.8838
negative,1.8283,0.3442
negative,2.0124,0.8594
negative,0.1547,-5.3176
negative,0.7610,-3.0632
negative,1.0659,-2.0166
negative,-1.3125,-11.7305
negative,-0.2364,-6.8946
negative,-0.4134,-7.6402
negative,-1.2905,-11.6244
negative,0.9824,-2.2974
negative,1.9844,0.7822
negative,-0.2433,-6.9236
negative,-0.5201,-8.0989
negative,1.4189,-0.8781
negative,-0.1035,-6.3482
negative,-0.7050,-8.9112
negative,1.7776,0.1985
negative,0.7903,-2.9600
negative,-0.2800,-7.0766
negative,0.0593,-5.6934
negative,0.7722,-3.0237
negative,0.8019,-2.9194
negative,2.0558,0.9776
negative,1.8331,0.3579
negative,-1.3035,-11.6873
negative,0.2423,-8.0794
negative,0.6859,-5.1625
negative,-0.3814,-12.8462
negative,0.8867,-3.9720
negative,-0.5199,-14.0095
negative,1.7724,0.3186
negative,1.8383,0.5752
negative,0.4115,-6.9205
negative,0.6828,-5.1814
negative,-1.3371,-21.6583
negative,0.6859,-5.1625
negative,-0.6739,-15.3492
negative,1.1278,-2.6484
negative,2.3154,2.1735
negative,2.1004,1.5095
negative,0.6803,-5.1968
negative,0.5888,-5.7672
negative,-0.3042,-12.2136
negative,0.2154,-8.2686
negative,0.3065,-7.6328
negative,1.6603,-0.1375
negative,1.2831,-1.8575
negative,0.8237,-4.3366
negative,1.8025,0.4370
negative,0.7004,-5.0740
negative,-0.8667,-17.0931
negative,0.4654,-6.5631
negative,-0.7160,-15.7237
negative,-0.0315,-10.0761
negative,1.2965,-1.7916
negative,0.5551,-5.9819
negative,-0.0135,-9.9403
negative,1.0836,-2.8826
negative,-0.2220,-11.5535
negative,-0.4973,-13.8168
negative,2.8755,3.4688
negative,1.1748,-2.4038
negative,-0.8505,-16.9436
negative,-0.7748,-16.2526
negative,0.7602,-4.7128
negative,0.5830,-5.8041
negative,-0.7910,-16.3994
negative,-0.6423,-15.0707
negative,-0.4841,-13.7056
negative,-0.4361,-13.3006
negative,-2.2030,-31.2212
negative,-2.2011,-31.1982
negative,-0.4844,-13.7082
negative,1.2908,-1.8195
negative,1.2779,-1.8831
negative,-0.0879,-10.5060
negative,-0.0921,-10.5378
negative,1.4504,-1.0598
negative,0.0770,-9.2665
negative,-0.5092,-13.9187
negative,1.5042,0.1811
negative,-0.0916,-3.6652
negative,-0.6699,-5.3320
negative,0.3419,-2.5111
negative,1.9121,0.9869
negative,0.6422,-1.7593
negative,1.0189,-0.8717
negative,1.6592,0.4958
negative,0.9851,-0.9489
negative,1.0419,-0.8196
negative,1.2879,-0.2755
negative,1.6504,0.4783
negative,1.6588,0.4950
negative,1.5690,0.3139
negative,1.6648,0.5071
negative,1.6955,0.5681
negative,1.3783,-0.0821
negative,1.0902,-0.7106
negative,0.6818,-1.6631
negative,0.3872,-2.3952
negative,0.6498,-1.7408
negative,-0.6336,-5.2230
negative,1.6316,0.4406
negative,1.6973,0.5715
negative,1.5964,0.3697
negative,1.4505,0.0697
negative,0.6254,-1.8004
negative,1.4407,0.0491
negative,-0.0158,-3.4576
negative,0.5811,-1.9092
negative,1.3573,-0.1267
negative,-0.6387,-5.2384
negative,0.4656,-2.1967
negative,0.5985,-1.8663
negative,-0.6515,-5.2768
negative,-0.2727,-4.6204
negative,1.1903,-2.0523
negative,2.4907,0.3544
negative,1.7994,-0.9395
negative,1.3084,-1.8386
negative,1.6219,-1.2665
negative,0.8299,-2.6987
negative,2.3246,0.0405
negative,1.3903,-1.6898
negative,1.2434,-1.9563
negative,-0.1899,-4.4790
negative,-0.0538,-4.2456
negative,1.5543,-1.3904
negative,1.7815,-0.9726
negative,2.6416,0.6413
negative,0.6470,-3.0233
negative,2.7586,0.8648
negative,0.7720,-2.8016
negative,1.7084,-1.1074
negative,0.4784,-3.3203
negative,0.9688,-2.4506
